title,categories,disposals,description,warnings
Elektrogeräte,Elektrogeräte,"Wertstoffhof,Deponie,Deponie Hannover Lahe","Abgabe von Elektrogeräten:Elektrogeräte können entweder kostenfrei selbst auf unseren Wertstoffhöfen angeliefert werden, hierbei ist zu beachten das Großgeräte mit einer Kantenlänge über 50 cm (bei Kühlschränken handelt es sich immer um Großgeräte) nur noch auf den Deponien in Hannover (Lahe), Burgdorf und Kolenfeld sowie auf den Wertstoffhöfen Schörlingstraße (Hannover), Bissendorf und Sehnde abgegeben werden können (max. 2 Großgeräte pro Tag).Elektro-Kleingeräte, Fernseher und Monitore können Sie weiterhin auf allen Wertstoffhöfen entsorgen.Alternativ können die Großgeräte gegen eine Gebühr von 23,00 € je Gerät vom Straßenrand zu einem Elektroschrott Termin abgefahren werden. Die Abfuhr erfolgt für haushaltsübliche Geräte bis ca. 75kgDie Bezahlung erfolgt über eine Wertmarke die Sie auf unseren Wertstoffhöfen oder Bürgerbüros erwerben können oder per Rechnung.Bitte stellen Sie das Gerät in kürzester Entfernung zum Fahrbahnrand bzw. zum nächstmöglichen Halteplatz des Entsorgungsfahrzeuges ab.Unser Handzettel für die Elektrogeräte  ",
Einweggeschirr,Restabfall,Restabfalltonne,"Einweggeschirr und -bestecke können in der Regel auf Grund ihrer Verschmutzungen nicht verwertet werden und gehören deshalb in den Restabfallbehälter. Einweggeschirr aus unbeschichteter Pappe, essbare Materialien o. ä. kann durch Kompostierung verwertet bzw. in haushaltsüblichen Mengen in die Bio-Tonne gegeben werden.Einweggeschirr aus ""kompostierbaren"" Bioplastik ist nicht vollständig biologisch abbaubar und gehört nicht in den Bioabfall, sondern in den Restabfallbehälter. Weitere Infos zum Thema Bioplastik finden Sie hier. ",
Einmachgläser (mit und ohne Inhalt),Wertstoff,"Wertstoffhof,Wertstoffinsel","Einmachgläser ohne Inhalt gehören in die Glascontainer.Einmachgläser mit Inhalt, kleinere Mengen: Den festen Inhalt in den Restabfallbehälter geben, die Flüssigkeit in den Ausguss gießen und die Gläser über Glascontainer entsorgen. Einmachgläser mit Inhalt, größere Mengen: Die Gläser werden mit Inhalt gegen Entrichtung einer Entsorgungsgebühr an den Deponien angenommen.",
Einmalhandschuhe,Restabfall,,"Einmalhandschuhe gehören in den Restmüllbehälter. Das hat nicht nur stoffliche, sondern auch hygienische Gründe, da die Handschuhe Keime aufnehmen können.",
Eierschalen,,,"Bioabfall wird im Bioabfallkompostwerk von aha zu hochwertigem RAL-gütegesichertem Kompost verarbeitet. Die Annahme erfolgt über die Biotonne. Bei nachgewiesener Eigenkompostierung, kann es auch auf dem eigenen Grundstück verwertet werden. Die Annahmebedingungen sind abhängig von der Art des Bioabfalls.Bioabfälle sind z.B.:In die Biotonne können zusätzlich folgende Grünabfälle gegeben werden:Bei einer Vermischung der Grün- und Bioabfälle könne diese nur über die zuvor genannten Behältnisse oder aber per Anlieferung auf einer der drei aha-Deponien gegen Gebühr angeliefert werden.Wichtiger Hinweis: Ungebleichtes Papier und Küchentücher können in kleinen Mengen (nur Einzelblätter) zum Einwickeln des feuchten Bioabfalls in der Biotonne verwendet werden.",
Eierkohlen,Restabfall,Restabfalltonne,"Nach dem Aussortieren von Wertstoffen (z.B. Papier oder Glas), Bio-, Bau- (z. B. Steine) und Sonderabfällen bleibt noch der so genannte Restabfall, wie z. B. Asche, Essensreste, Brot- und Kuchenreste, Fleisch- und Fischreste, Kehricht usw. übrig. Zur Grillzeit gehört Grill-, Holz-, Stein- und Braunkohlen- sowie Grillkohlenaschen (vollständig ausgeglüht), Schaschlikspieße, Streichhölzer, Feuerzeuge (wenn sie leer sind) und Servietten in den Restabfallbehälter.Wenn gelegentlich mehr Abfall anfällt, können Sie beim Wertstoffhof oder online einen Zusatzsack kaufen. Stellen Sie diesen am Leerungstag einfach zu dem Restabfallbehälter - wir nehmen ihn mit.",
Eicheln,,"Wertstoffhof,Biotonne","Eicheln sind ein gutes Wildtierfutter. Sie können in einem gewissen Zeitraum an bestimmten Stellen im Stadtgebiet abgegeben werden. Genaue Infos dazu finden Sie auf der Website der Landeshauptsadt Hannover.Wichtig: Lagern Sie die gesammelten Baumfrüchte nicht für längere Zeit in Plastiktüten, weil diese sonst schimmeln und für das Wild nicht mehr genießbar sind. Geeignete Sammel- und Lagerbehälter sind zum Beispiel Span- oder Drahtkörbe.Eicheln können daheim über die Biotonne und ebenfalls auf den Wertstoffhöfe der Region Hannover entsorgt werden.An den Wochenenden und am 3. und 31. Oktober (Feiertage) sind die Annahmestellen geschlossen.",
EC-Karten,,"Wertstoffhof,Deponie","Alte EC-, Kredit- und Krankenkassenkarten gelten aufgrund des enthaltenen Chips als Elektroschrott und gehören somit nicht in den Hausmüll. Stattdessen können diese als Elektrokleingerät auf den Wertstoffhöfen und Deponien der Region Hannover abgeben werden oder an den jeweiligen Hersteller zur Entsorgung zurückgegeben werden.",
E-Zigarette,,"Wertstoffhof,Deponie",E-Zigaretten und Einweg E-Zigaretten zählen auf Grund ihrer Bestandteile zu Elektrokleingeräten und dürfen somit nicht über Restabfall entsorgt werden. Haushaltsübliche Mengen Ihrer leeren E-Zigaretten (bis zu 5 Stück) können Sie kostenlos auf den Wertstoffhöfen oder den Deponien der Region Hannover als Elektrokleingerät abgeben.,
E-Scooter,,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle,Abholung Elektrogeräte,Deponie","E-Scooter ohne Akkus können auf den Deponien in Hannover (Lahe), Burgdorf und Kolenfeld sowie auf den Wertstoffhöfen Schörlingstraße (Hannover), Bissendorf und Sehnde abgegeben (max. 2 Großgeräte pro Tag) oder über die kostenpflichtige Elektronikabholung direkt vor Ihrer Haustür abgeholt werden. Gültig ab dem 01.01.2026:Batteriekategorie Gerätebatterien und -akkus (über 500g bis 5 kg je Stück) und LV- Batterien (bis 25kg je Stück)Ausgediente Akkus aus Geräten und leichten Verkehrsmitteln (LV), von E-Bikes, E-Scootern und Motorrädern, werden nur auf der Deponie Hannover im Sonderabfallzwischenlager Lahe entgegengenommen.Diese Batterien müssen auch im Fachhandel zurückgenommen werden.Hinweis: Bitte kleben Sie vor der Abgabe die beiden Pole der Batterien mit Klebestreifen ab. Es werden nur Batterien angenommen, bei denen durch das Abkleben beider Pole mit einem Klebestreifen die Auslösung eines Brandes verringert wird.  ",
E-Mobil,,Deponie Hannover - Sonderabfallannahmestelle,"E-Mobile ohne Akkus werden auf den Wertstoffhöfen Schörlingstraße (Hannover), Bissendorf und Sehnde sowie den Deponien Lahe, Burgdorf und Kolenfeld als Elektrogroßgeräte angenommen.Zulassungspflichtige E-Mobile mit einer Geschwindigkeit über 25 km/h werden weder auf den Deponien noch auf den Wertstoffhöfen der Region Hannover angenommen. Bitte wenden Sie sich bezüglich der Entsorgung dieser an eine Fachfirma. (Der Rücknahmeverpflichtung durch Hersteller/Händler unterliegen E-Mobile mit mehr als 25 km/h, auch wenn die Krankenkasse oder Rentenversicherung die Beschaffung veranlasst/bezahlt hat. Eine Rückgabe ist dort zu klären.) Gültig ab dem 01.01.2026:Batteriekategorie Gerätebatterien und -akkus (über 500g bis 5 kg je Stück) und LV- Batterien (bis 25kg je Stück)Ausgediente Akkus aus Geräten und leichten Verkehrsmitteln (LV), von E-Bikes, E-Scootern und Motorrädern, werden nur auf der Deponie Hannover im Sonderabfallzwischenlager Lahe entgegengenommen.Diese Batterien müssen auch im Fachhandel zurückgenommen werden.Hinweis: Bitte kleben Sie vor der Abgabe die beiden Pole der Batterien mit Klebestreifen ab. Es werden nur Batterien angenommen, bei denen durch das Abkleben beider Pole mit einem Klebestreifen die Auslösung eines Brandes verringert wird.  Batteriekategorien Elektrofahrzeugbatterien und IndustriebatterienIndustrie- und Elektrofahrzeugbatterien werden von aha nicht angenommen. Bitte geben Sie diese an den Fachhandel zurück. Dazu gehören auch Gerätebatterien größer 5kg je Stück und LV-Batterien größer 25kg je Stück, wenn es sich nicht um eine Starterbatterie handelt.  ",
E-Bike-Akkus,Sonderabfall,Deponie Hannover - Sonderabfallannahmestelle,"Gültig ab dem 01.01.2026 Batteriekategorie Gerätebatterien und -akkus (über 500g bis 5 kg je Stück) und LV- Batterien (bis 25kg je Stück)Ausgediente Akkus aus Geräten und leichten Verkehrsmitteln (LV), von E-Bikes, E-Scootern und Motorrädern, werden nur auf der Deponie Hannover im Sonderabfallzwischenlager Lahe entgegengenommen.Diese Batterien müssen auch im Fachhandel zurückgenommen werden. Hinweis: Bitte kleben Sie vor der Abgabe die beiden Pole der Batterien mit Klebestreifen ab. Es werden nur Batterien angenommen, bei denen durch das Abkleben beider Pole mit einem Klebestreifen die Auslösung eines Brandes verringert wird.  Batteriekategorie StarterbatterienNur Starterbatterien auf Bleibasis von PKW, LKW sowie Motorrädern können Sie kostenlos auf den Wertstoffhöfen der Region Hannover oder der Deponie Hannover im Sonderabfallzwischenlager abgeben.Diese Batterien müssen auch im Fachhandel zurückgenommen werden.Insbesondere lithiumhaltige Starterbatterien können weder auf den Wertstoffhöfen der Region Hannover noch der Deponie Hannover im Sonderabfallzwischenlager abgegeben werden. Bitte geben Sie diese an den Fachhandel zurück. Batteriekategorien Elektrofahrzeugbatterien und IndustriebatterienIndustrie- und Elektrofahrzeugbatterien werden von aha nicht angenommen. Bitte geben Sie diese an den Fachhandel zurück. Dazu gehören auch Gerätebatterien größer 5kg je Stück und LV-Batterien größer 25kg je Stück, wenn es sich nicht um eine Starterbatterie handelt.  ",
E-Bikes,Elektrogeräte,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle,Deponie","E-Bikes und Pedelecs ohne Akkus können auf den Deponien in Hannover (Lahe), Burgdorf und Kolenfeld sowie auf den Wertstoffhöfen Schörlingstraße (Hannover), Bissendorf und Sehnde abgegeben (max. 2 Großgeräte pro Tag) oder über die kostenpflichtige Elektronikabholung direkt vor Ihrer Haustür abgeholt werden.Abholung von ElektrogerätenZuerst ist eine Terminanmeldung beim aha-Service, Tel: 0800 999 11 99 erforderlich, dabei kann auch eine Zahlung auf Rechnung vereinbart werden. aha holt dann Großgeräte vor dem Grundstück ab. Bitte stellen Sie das Gerät in kürzester Entfernung zum Fahrbahnrand bzw. zum nächstmöglichen Halteplatz des Entsorgungsfahrzeuges ab. Kostenpflichtige Plaketten gibt es auf den Wertstoffhöfen und bei vielen Bürgerbüros. Gültig ab dem 01.01.2026:Batteriekategorie Gerätebatterien und -akkus (über 500g bis 5 kg je Stück) und LV- Batterien (bis 25kg je Stück)Ausgediente Akkus aus Geräten und leichten Verkehrsmitteln (LV), von E-Bikes, E-Scootern und Motorrädern, werden nur auf der Deponie Hannover im Sonderabfallzwischenlager Lahe entgegengenommen.Diese Batterien müssen auch im Fachhandel zurückgenommen werden.Hinweis: Bitte kleben Sie vor der Abgabe die beiden Pole der Batterien mit Klebestreifen ab. Es werden nur Batterien angenommen, bei denen durch das Abkleben beider Pole mit einem Klebestreifen die Auslösung eines Brandes verringert wird.  ",
Gummistiefel,Restabfall,Restabfalltonne,Gummistiefel können über die Restabfalltonne entsorgt werden.,
Gummimaterial,Restabfall,Restabfalltonne,"Nach dem Aussortieren von Wertstoffen (z.B. Papier oder Glas), Bio-, Bau- (z. B. Steine) und Sonderabfällen bleibt noch der so genannte Restabfall, der in die Restabfalltonne gehört, wie z. B. Asche, Essensreste, Brot- und Kuchenreste, Fleisch- und Fischreste, Glühlampen, Kehricht usw. übrig. Zur Grillzeit gehört Grillkohle (vollständig ausgeglüht), Schaschlikspieße, Streichhölzer, Feuerzeuge (wenn sie leer sind) und Servietten in die Restabfalltonne.Wenn gelegentlich mehr Abfall anfällt, können Sie beim Wertstoffhof oder online einen Zusatzsack kaufen. Stellen Sie diesen am Leerungstag einfach zu dem Restabfallbehälter - wir nehmen ihn mit.",
Grundwasserwärmepumpe,,Deponie,"Wasser-Wasser-Wärmepumpen werden nur auf den Deponien in Hannover (Lahe), Burgdorf und Kolenfeld als Elektrogroßgeräte angenommen.",
Grüngut,,"Wertstoffhof,Biotonne,Deponie","Grüngut wird in allen drei Grünabfallkompostwerken von aha zu hochwertigem RAL-gütegesichertem Kompost verarbeitet. Die Annahme erfolgt auf den Wertstoffhöfen, den Deponien und z.T. auch auf den landwirtschaftlichen Grüngutannahmestellen. Bei nachgewiesener Eigenkompostierung, kann es auch auf dem eigenen Grundstück verwertet werden. Die Annahmebedingungen sind abhängig von der Art des Grüngutes.Unter Grüngut fällt z.B.:",
Grünabfall,,"Wertstoffhof,Biotonne,Deponie","Grüngut wird in allen drei Grünabfallkompostwerken von aha zu hochwertigem RAL-gütegesichertem Kompost verarbeitet. Die Annahme erfolgt auf den Wertstoffhöfen, den Deponien und z.T. auch auf den landwirtschaftlichen Grüngutannahmestellen. Bei nachgewiesener Eigenkompostierung kann es auch auf dem eigenen Grundstück verwertet werden. Die Annahmebedingungen sind abhängig von der Art des Grüngutes.Unter Grüngut fällt z.B.:",
Grillkohle,Restabfall,Restabfalltonne,"Nach dem Aussortieren von Wertstoffen (z.B. Papier oder Glas), Bio-, Bau- (z. B. Steine) und Sonderabfällen bleibt noch der so genannte Restabfall, wie z. B. Asche, Essensreste, Brot- und Kuchenreste, Fleisch- und Fischreste, Kehricht usw. übrig. Zur Grillzeit gehört Grill-, Holz-, Stein- und Braunkohlen- sowie Grillkohlenaschen (vollständig ausgeglüht), Schaschlikspieße, Streichhölzer, Feuerzeuge (wenn sie leer sind) und Servietten in den Restabfallbehälter.Wenn gelegentlich mehr Abfall anfällt, können Sie beim Wertstoffhof oder online einen Zusatzsack kaufen. Stellen Sie diesen am Leerungstag einfach zu dem Restabfallbehälter - wir nehmen ihn mit.",
Grillkohlenasche,Restabfall,Restabfalltonne,"Nach dem Aussortieren von Wertstoffen (z.B. Papier oder Glas), Bio-, Bau- (z. B. Steine) und Sonderabfällen bleibt noch der so genannte Restabfall, wie z. B. Asche, Essensreste, Brot- und Kuchenreste, Fleisch- und Fischreste, Kehricht usw. übrig. Zur Grillzeit gehört Grill-, Holz-, Stein- und Braunkohlen- sowie Grillkohlenaschen (vollständig ausgeglüht), Schaschlikspieße, Streichhölzer, Feuerzeuge (wenn sie leer sind) und Servietten in den Restabfallbehälter.Wenn gelegentlich mehr Abfall anfällt, können Sie beim Wertstoffhof oder online einen Zusatzsack kaufen. Stellen Sie diesen am Leerungstag einfach zu dem Restabfallbehälter - wir nehmen ihn mit.",
Grillanzünder,Sonderabfall,"Wertstoffhof,Wertstoffinsel","Reste von Grillanzünder-Flüssigkeiten gehören zu den gefährlichen Abfällen (Sonderabfall), leere Grillanzünder-Glasflaschen können über Glascontainer entsorgt werden. ",
Grill,,,"Metalle und sperrige Metallteile werden gesondert gesammelt. Fahrräder, Metallbettgestelle, Metallschränke, Metallstangen und -gitter ,Wäscheständer und -spinne usw. in haushaltsüblichen Mengen bis zu 5 m³ holen wir ohne zusätzliche Gebühr bei Ihnen ab. Einfach beim aha-Service anrufen und einen Termin vereinbaren. Bitte geben Sie möglichst genau an, welche Gegenstände Sie entsorgen möchten. So können wir optimal die Termine und Touren planen. Des Weiteren können Sie Metallabfälle bis zu 1 m³ am Tag ohne zusätzliche Gebühr bei allen Wertstoffhöfen und Deponien in der Region abgeben.Anmeldung zur Abfuhr von sperrigen Metallen aha-Service Tel.: 0800/ 999 11 99 (kostenlos)Bitte stellen Sie Ihre angemeldeten Metalle bitte am Abfuhrtag bis 6 Uhr morgens am Fahrbahnrand bereit. Wir nehmen nur sperrige Metallteile mit. Kleinteile, Baustellenabfälle, Gegenstände mit mehr als 75 kg Gewicht, Fahrzeugteile, Autoreifen und Sonderabfälle sind keine Metallabfälle.Die Entsorgung von Elektro-Großgeräten – wie Kühlgeräte, Herde und Bildschirme – ist in der gesamten Region gebührenpflichtig. Diese Abfälle werden getrennt abgeholt und entsorgt.",
Grassoden,,Deponie,"Wenn die Grassoden vom Boden getrennt werden, können Sie die pflanzlichen Anteile über den Grünabfall entsorgen. Der Bodenanteil muss auf den Wertstoffhöfen der Deponien entsorgt werden. Wenn die Grassode mit einer Schälmaschine abgetrennt wurde, kann diese Fraktion nur auf der Deponie in Lahe angenommen werden. Täglich werden auf den drei Deponien bis zu 1 m³ an Grassoden kostenfrei entgegengenommen.",
Grabkränze/ Grabgestecke,"Restabfall,Bioabfall","Restabfalltonne,Biotonne","Grabkränze müssen für die Entsorgung auf dem Komposthaufen, in der Bioabfalltonne auseinandergenommen werden (das heißt Drahtgeflechte, Kerzen/ Kerzenhalter und alle Dekoration müssen entfernt werden.) Ganze Grabkränze können über die Restabfalltonne entsorgt werden.",
Grabsteine,,,Alte Grabsteine werden weder auf den Deponien noch auf den Wertstoffhöfen der Region Hannover entgegengenommen. Bitte wenden Sie sich für die Entsorgung Ihrer Grabsteine an die örtliche Friedhofverwaltung.,
Glühlampen,Restabfall,"Wertstoffhof,Deponie Hannover - Sonderabfallannahmestelle",Glühlampen gehören in den Restabfall.Energiesparlampen und Leuchtstofflampen sind Sonderabfälle. Sie werden an den Sonderabfallannahmestellen auf der Deponie Hannover und auf den Wertstoffhöfen angenommen.,
